File_DB,Language,Corpus,Code,Age(Month),Sex,Group,Race,SES,Role,Education,Custom_field,Design,Activity,Group...7,Total_Utts,MLU_Utts,MLU_Words,MLU_Morphemes,MLU50_Utts,MLU50_Words,MLU50_Morphemes,FREQ_types,FREQ_tokens,NDW_100,VOCD_D_optimum_average,Verbs_Utt,Word_Errors,Utt_Errors,retracing,repetition,DSS_Utts,DSS,IPSyn_Utts,IPSyn_Total,mor_Words,*-PRESP,in,on,*-PL,*-POSS,u-cop,det:art,*-PAST,*-3S,irr-3S,u-aux,c-cop,c-aux,Total_non_zero_mors,#_participants
Mean,spa,Biling_Spa_Unique,.,8;6-9;0,.,TD,.,.,.,.,.,.,Bilingual Narrative Unique Story,.,41.16,40.14,6.84,6.95,.,.,.,83.45,276.53,.,.,0.88,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,49
Min,spa,Biling_Spa_Unique,.,8;6-9;0,.,TD,.,.,.,.,.,.,Bilingual Narrative Unique Story,.,23,23,5.21,5.29,.,.,.,51,136,.,.,0.51,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,49
Max,spa,Biling_Spa_Unique,.,8;6-9;0,.,TD,.,.,.,.,.,.,Bilingual Narrative Unique Story,.,95,91,9,9.19,.,.,.,146,620,.,.,1.6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,49
SD,spa,Biling_Spa_Unique,.,8;6-9;0,.,TD,.,.,.,.,.,.,Bilingual Narrative Unique Story,.,13.34,12.98,0.82,0.82,.,.,.,18.68,99.2,.,.,0.27,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,49
Mean,spa,Biling_Spa_Unique,.,8;0-8;6,.,TD,.,.,.,.,.,.,Bilingual Narrative Unique Story,.,40.91,39.8,6.79,6.89,.,.,.,78.89,272.38,.,.,0.92,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,93
Min,spa,Biling_Spa_Unique,.,8;0-8;6,.,TD,.,.,.,.,.,.,Bilingual Narrative Unique Story,.,19,15,3.64,3.64,.,.,.,33,80,.,.,0.39,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,93
Max,spa,Biling_Spa_Unique,.,8;0-8;6,.,TD,.,.,.,.,.,.,Bilingual Narrative Unique Story,.,94,93,9.75,9.83,.,.,.,141,624,.,.,1.65,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,93
SD,spa,Biling_Spa_Unique,.,8;0-8;6,.,TD,.,.,.,.,.,.,Bilingual Narrative Unique Story,.,15.19,14.91,1.03,1.04,.,.,.,20.2,111.88,.,.,0.26,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,93
Mean,spa,Biling_Spa_Unique,.,9;0-9;7,.,TD,.,.,.,.,.,.,Bilingual Narrative Unique Story,.,43.32,42.76,7.1,7.18,.,.,.,87.24,304.36,.,.,0.87,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,25
Min,spa,Biling_Spa_Unique,.,9;0-9;7,.,TD,.,.,.,.,.,.,Bilingual Narrative Unique Story,.,24,23,6.03,6.06,.,.,.,56,148,.,.,0.44,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,25
Max,spa,Biling_Spa_Unique,.,9;0-9;7,.,TD,.,.,.,.,.,.,Bilingual Narrative Unique Story,.,80,80,8.5,8.54,.,.,.,136,531,.,.,1.75,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,25
SD,spa,Biling_Spa_Unique,.,9;0-9;7,.,TD,.,.,.,.,.,.,Bilingual Narrative Unique Story,.,16.59,16.86,0.73,0.74,.,.,.,23.6,121.86,.,.,0.33,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,25
Mean,eng,Biling_Eng_FGTD,.,5;5-6;0,.,TD,.,.,.,.,.,.,Bilingual English Narrative retell-- FGTD,.,34.09,27.58,6.36,6.66,.,.,.,64.53,181.67,.,.,1.17,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,301
Min,eng,Biling_Eng_FGTD,.,5;5-6;0,.,TD,.,.,.,.,.,.,Bilingual English Narrative retell-- FGTD,.,7,3,1.85,1.85,.,.,.,5,11,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,301
Max,eng,Biling_Eng_FGTD,.,5;5-6;0,.,TD,.,.,.,.,.,.,Bilingual English Narrative retell-- FGTD,.,88,68,9.36,9.61,.,.,.,125,477,.,.,1.82,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,301
SD,eng,Biling_Eng_FGTD,.,5;5-6;0,.,TD,.,.,.,.,.,.,Bilingual English Narrative retell-- FGTD,.,10.7,10.42,1.31,1.39,.,.,.,23.04,85.68,.,.,0.25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,301
Mean,eng,Biling_Eng_FGTD,.,6;6-6;9,.,TD,.,.,.,.,.,.,Bilingual English Narrative retell-- FGTD,.,37.68,30.11,6.51,6.86,.,.,.,68.97,202.3,.,.,1.22,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,142
Min,eng,Biling_Eng_FGTD,.,6;6-6;9,.,TD,.,.,.,.,.,.,Bilingual English Narrative retell-- FGTD,.,14,3,1.39,1.39,.,.,.,11,13,.,.,0.06,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,142
Max,eng,Biling_Eng_FGTD,.,6;6-6;9,.,TD,.,.,.,.,.,.,Bilingual English Narrative retell-- FGTD,.,98,90,10.47,10.83,.,.,.,159,648,.,.,1.92,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,142
SD,eng,Biling_Eng_FGTD,.,6;6-6;9,.,TD,.,.,.,.,.,.,Bilingual English Narrative retell-- FGTD,.,13.42,12.43,1.41,1.47,.,.,.,26.03,100.32,.,.,0.27,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,142
Mean,eng,Biling_Eng_FGTD,.,6;0-6;6,.,TD,.,.,.,.,.,.,Bilingual English Narrative retell-- FGTD,.,35.48,28.8,6.55,6.88,.,.,.,67.23,193.14,.,.,1.2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,397
Min,eng,Biling_Eng_FGTD,.,6;0-6;6,.,TD,.,.,.,.,.,.,Bilingual English Narrative retell-- FGTD,.,8,3,1.39,1.39,.,.,.,13,15,.,.,0.06,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,397
Max,eng,Biling_Eng_FGTD,.,6;0-6;6,.,TD,.,.,.,.,.,.,Bilingual English Narrative retell-- FGTD,.,88,65,10.47,10.83,.,.,.,143,543,.,.,1.92,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,397
SD,eng,Biling_Eng_FGTD,.,6;0-6;6,.,TD,.,.,.,.,.,.,Bilingual English Narrative retell-- FGTD,.,11.08,10.85,1.27,1.34,.,.,.,23.71,88.11,.,.,0.25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,397
Mean,eng,Biling_Eng_FGTD,.,7;6-8;0,.,TD,.,.,.,.,.,.,Bilingual English Narrative retell-- FGTD,.,39.67,37.62,7.94,8.44,.,.,.,98.93,297.97,.,.,1.43,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,393
Min,eng,Biling_Eng_FGTD,.,7;6-8;0,.,TD,.,.,.,.,.,.,Bilingual English Narrative retell-- FGTD,.,20,6,5.5,5.93,.,.,.,28,37,.,.,0.8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,393
Max,eng,Biling_Eng_FGTD,.,7;6-8;0,.,TD,.,.,.,.,.,.,Bilingual English Narrative retell-- FGTD,.,140,129,11.21,12.21,.,.,.,201,898,.,.,2.02,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,393
SD,eng,Biling_Eng_FGTD,.,7;6-8;0,.,TD,.,.,.,.,.,.,Bilingual English Narrative retell-- FGTD,.,10.92,10.87,1.11,1.19,.,.,.,22.33,89.2,.,.,0.21,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,393
Mean,eng,Biling_Eng_FGTD,.,7;5-7;6,.,TD,.,.,.,.,.,.,Bilingual English Narrative retell-- FGTD,.,40.43,39.29,8.12,8.6,.,.,.,102.33,313.38,.,.,1.42,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,21
Min,eng,Biling_Eng_FGTD,.,7;5-7;6,.,TD,.,.,.,.,.,.,Bilingual English Narrative retell-- FGTD,.,26,23,6.36,6.91,.,.,.,61,154,.,.,1.04,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,21
Max,eng,Biling_Eng_FGTD,.,7;5-7;6,.,TD,.,.,.,.,.,.,Bilingual English Narrative retell-- FGTD,.,83,82,10.42,10.85,.,.,.,173,567,.,.,1.9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,21
SD,eng,Biling_Eng_FGTD,.,7;5-7;6,.,TD,.,.,.,.,.,.,Bilingual English Narrative retell-- FGTD,.,13.64,13.83,1.05,1.08,.,.,.,26.31,92.81,.,.,0.22,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,21
Mean,eng,Biling_Eng_FGTD,.,8;6-8;11,.,TD,.,.,.,.,.,.,Bilingual English Narrative retell-- FGTD,.,40.09,38.02,8.07,8.59,.,.,.,99.77,307.66,.,.,1.45,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,197
Min,eng,Biling_Eng_FGTD,.,8;6-8;11,.,TD,.,.,.,.,.,.,Bilingual English Narrative retell-- FGTD,.,16,8,5,5.1,.,.,.,22,49,.,.,0.05,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,197
Max,eng,Biling_Eng_FGTD,.,8;6-8;11,.,TD,.,.,.,.,.,.,Bilingual English Narrative retell-- FGTD,.,103,103,11.68,12.68,.,.,.,195,850,.,.,1.98,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,197
SD,eng,Biling_Eng_FGTD,.,8;6-8;11,.,TD,.,.,.,.,.,.,Bilingual English Narrative retell-- FGTD,.,10.22,10.7,1.17,1.29,.,.,.,25.74,96.64,.,.,0.25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,197
Mean,eng,Biling_Eng_FGTD,.,8;0-8;6,.,TD,.,.,.,.,.,.,Bilingual English Narrative retell-- FGTD,.,40.34,38.59,8.02,8.54,.,.,.,101.12,308.94,.,.,1.45,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,509
Min,eng,Biling_Eng_FGTD,.,8;0-8;6,.,TD,.,.,.,.,.,.,Bilingual English Narrative retell-- FGTD,.,21,14,4.89,5.08,.,.,.,34,88,.,.,0.78,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,509
Max,eng,Biling_Eng_FGTD,.,8;0-8;6,.,TD,.,.,.,.,.,.,Bilingual English Narrative retell-- FGTD,.,140,129,12.42,13.69,.,.,.,198,898,.,.,2.26,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,509
SD,eng,Biling_Eng_FGTD,.,8;0-8;6,.,TD,.,.,.,.,.,.,Bilingual English Narrative retell-- FGTD,.,9.98,10.17,1.13,1.23,.,.,.,22.05,87.51,.,.,0.22,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,509
Mean,eng,Biling_Eng_FOHO,.,6;6-7;0,.,TD,.,.,.,.,.,.,Bilingual English Narrative retell-- FOHO,.,42.24,36.95,6.39,6.75,.,.,.,74.73,241.68,.,.,1.12,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,489
Min,eng,Biling_Eng_FOHO,.,6;6-7;0,.,TD,.,.,.,.,.,.,Bilingual English Narrative retell-- FOHO,.,3,3,1.86,1.86,.,.,.,12,16,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,489
Max,eng,Biling_Eng_FOHO,.,6;6-7;0,.,TD,.,.,.,.,.,.,Bilingual English Narrative retell-- FOHO,.,93,92,9.33,9.7,.,.,.,174,754,.,.,1.8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,489
SD,eng,Biling_Eng_FOHO,.,6;6-7;0,.,TD,.,.,.,.,.,.,Bilingual English Narrative retell-- FOHO,.,12.8,13.5,1.11,1.18,.,.,.,27.76,106.65,.,.,0.25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,489
Mean,eng,Biling_Eng_FOHO,.,6;0-6;6,.,TD,.,.,.,.,.,.,Bilingual English Narrative retell-- FOHO,.,40.13,34.66,6.2,6.55,.,.,.,70.14,221.1,.,.,1.09,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,428
Min,eng,Biling_Eng_FOHO,.,6;0-6;6,.,TD,.,.,.,.,.,.,Bilingual English Narrative retell-- FOHO,.,12,7,1,1.14,.,.,.,4,7,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,428
Max,eng,Biling_Eng_FOHO,.,6;0-6;6,.,TD,.,.,.,.,.,.,Bilingual English Narrative retell-- FOHO,.,90,84,8.6,9.19,.,.,.,152,611,.,.,1.8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,428
SD,eng,Biling_Eng_FOHO,.,6;0-6;6,.,TD,.,.,.,.,.,.,Bilingual English Narrative retell-- FOHO,.,11.42,12.09,1.07,1.14,.,.,.,24,94.28,.,.,0.23,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,428
Mean,eng,Biling_Eng_FOHO,.,7;0-7;9,.,TD,.,.,.,.,.,.,Bilingual English Narrative retell-- FOHO,.,45.4,39.45,6.41,6.79,.,.,.,78.87,260.35,.,.,1.14,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,156
Min,eng,Biling_Eng_FOHO,.,7;0-7;9,.,TD,.,.,.,.,.,.,Bilingual English Narrative retell-- FOHO,.,20,9,1.86,1.86,.,.,.,13,26,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,156
Max,eng,Biling_Eng_FOHO,.,7;0-7;9,.,TD,.,.,.,.,.,.,Bilingual English Narrative retell-- FOHO,.,111,92,10.62,11.52,.,.,.,174,754,.,.,1.88,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,156
SD,eng,Biling_Eng_FOHO,.,7;0-7;9,.,TD,.,.,.,.,.,.,Bilingual English Narrative retell-- FOHO,.,14.14,15,1.18,1.27,.,.,.,30.96,120.42,.,.,0.25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,156
Mean,eng,Biling_Eng_FWAY,.,5;6-6;0,.,TD,.,.,.,.,.,.,Bilingual English Narrative retell-- FWAY,.,33.66,27.24,5.76,6.13,.,.,.,57.3,162.99,.,.,1.02,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,346
Min,eng,Biling_Eng_FWAY,.,5;6-6;0,.,TD,.,.,.,.,.,.,Bilingual English Narrative retell-- FWAY,.,4,1,1.65,1.65,.,.,.,7,9,.,.,0.09,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,346
Max,eng,Biling_Eng_FWAY,.,5;6-6;0,.,TD,.,.,.,.,.,.,Bilingual English Narrative retell-- FWAY,.,85,77,9.03,9.5,.,.,.,130,500,.,.,1.65,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,346
SD,eng,Biling_Eng_FWAY,.,5;6-6;0,.,TD,.,.,.,.,.,.,Bilingual English Narrative retell-- FWAY,.,11.5,11.64,1.19,1.27,.,.,.,24.02,85.66,.,.,0.24,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,346
Mean,eng,Biling_Eng_FWAY,.,6;6-7;0,.,TD,.,.,.,.,.,.,Bilingual English Narrative retell-- FWAY,.,39.34,34.37,6.29,6.69,.,.,.,72.02,219.29,.,.,1.08,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,131
Min,eng,Biling_Eng_FWAY,.,6;6-7;0,.,TD,.,.,.,.,.,.,Bilingual English Narrative retell-- FWAY,.,14,5,2.77,2.95,.,.,.,16,37,.,.,0.4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,131
Max,eng,Biling_Eng_FWAY,.,6;6-7;0,.,TD,.,.,.,.,.,.,Bilingual English Narrative retell-- FWAY,.,84,68,8.89,9.52,.,.,.,137,493,.,.,1.55,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,131
SD,eng,Biling_Eng_FWAY,.,6;6-7;0,.,TD,.,.,.,.,.,.,Bilingual English Narrative retell-- FWAY,.,12.01,12.64,1.11,1.21,.,.,.,25.94,93.2,.,.,0.23,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,131
Mean,eng,Biling_Eng_FWAY,.,6;0-6;6,.,TD,.,.,.,.,.,.,Bilingual English Narrative retell-- FWAY,.,36.87,30.84,6.09,6.47,.,.,.,64.41,191.16,.,.,1.06,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,195
Min,eng,Biling_Eng_FWAY,.,6;0-6;6,.,TD,.,.,.,.,.,.,Bilingual English Narrative retell-- FWAY,.,4,1,2.77,2.83,.,.,.,9,9,.,.,0.33,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,195
Max,eng,Biling_Eng_FWAY,.,6;0-6;6,.,TD,.,.,.,.,.,.,Bilingual English Narrative retell-- FWAY,.,81,72,9,9.51,.,.,.,128,479,.,.,1.61,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,195
SD,eng,Biling_Eng_FWAY,.,6;0-6;6,.,TD,.,.,.,.,.,.,Bilingual English Narrative retell-- FWAY,.,10.95,11.21,0.99,1.06,.,.,.,22.94,82.28,.,.,0.19,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,195
Mean,eng,Biling_Eng_FWAY,.,7;6-8;0,.,TD,.,.,.,.,.,.,Bilingual English Narrative retell-- FWAY,.,40.61,36.88,6.74,7.16,.,.,.,79.37,250.66,.,.,1.14,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,488
Min,eng,Biling_Eng_FWAY,.,7;6-8;0,.,TD,.,.,.,.,.,.,Bilingual English Narrative retell-- FWAY,.,13,6,3.45,3.55,.,.,.,11,35,.,.,0.45,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,488
Max,eng,Biling_Eng_FWAY,.,7;6-8;0,.,TD,.,.,.,.,.,.,Bilingual English Narrative retell-- FWAY,.,82,81,9.23,9.9,.,.,.,155,555,.,.,1.62,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,488
SD,eng,Biling_Eng_FWAY,.,7;6-8;0,.,TD,.,.,.,.,.,.,Bilingual English Narrative retell-- FWAY,.,9.73,10.65,0.85,0.93,.,.,.,22.61,81.95,.,.,0.17,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,488
Mean,eng,Biling_Eng_FWAY,.,7;0-7;6,.,TD,.,.,.,.,.,.,Bilingual English Narrative retell-- FWAY,.,39.93,36.04,6.61,7.03,.,.,.,77.49,240.96,.,.,1.12,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,469
Min,eng,Biling_Eng_FWAY,.,7;0-7;6,.,TD,.,.,.,.,.,.,Bilingual English Narrative retell-- FWAY,.,11,4,2.79,3.05,.,.,.,12,23,.,.,0.21,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,469
Max,eng,Biling_Eng_FWAY,.,7;0-7;6,.,TD,.,.,.,.,.,.,Bilingual English Narrative retell-- FWAY,.,78,73,8.93,9.52,.,.,.,142,523,.,.,1.81,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,469
SD,eng,Biling_Eng_FWAY,.,7;0-7;6,.,TD,.,.,.,.,.,.,Bilingual English Narrative retell-- FWAY,.,9.74,11.01,0.88,0.94,.,.,.,23.42,84.09,.,.,0.19,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,469
Mean,eng,Biling_Eng_FWAY,.,8;6-9;0,.,TD,.,.,.,.,.,.,Bilingual English Narrative retell-- FWAY,.,42.77,40.22,7.02,7.51,.,.,.,92.54,283.34,.,.,1.23,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,151
Min,eng,Biling_Eng_FWAY,.,8;6-9;0,.,TD,.,.,.,.,.,.,Bilingual English Narrative retell-- FWAY,.,11,6,4.72,5,.,.,.,23,34,.,.,0.59,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,151
Max,eng,Biling_Eng_FWAY,.,8;6-9;0,.,TD,.,.,.,.,.,.,Bilingual English Narrative retell-- FWAY,.,90,89,10.26,11.11,.,.,.,164,584,.,.,1.77,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,151
SD,eng,Biling_Eng_FWAY,.,8;6-9;0,.,TD,.,.,.,.,.,.,Bilingual English Narrative retell-- FWAY,.,11.63,12.38,0.92,1.03,.,.,.,26.88,95.07,.,.,0.19,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,151
Mean,eng,Biling_Eng_FWAY,.,8;0-8;6,.,TD,.,.,.,.,.,.,Bilingual English Narrative retell-- FWAY,.,41.87,37.7,6.8,7.23,.,.,.,83.12,258.54,.,.,1.15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,292
Min,eng,Biling_Eng_FWAY,.,8;0-8;6,.,TD,.,.,.,.,.,.,Bilingual English Narrative retell-- FWAY,.,16,9,2.5,2.5,.,.,.,11,30,.,.,0.33,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,292
Max,eng,Biling_Eng_FWAY,.,8;0-8;6,.,TD,.,.,.,.,.,.,Bilingual English Narrative retell-- FWAY,.,109,96,9.13,9.83,.,.,.,159,622,.,.,1.71,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,292
SD,eng,Biling_Eng_FWAY,.,8;0-8;6,.,TD,.,.,.,.,.,.,Bilingual English Narrative retell-- FWAY,.,11.28,11.9,0.9,0.98,.,.,.,25.88,90.8,.,.,0.18,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,292
Mean,eng,Biling_Eng_FWAY,.,9;0-9;6,.,TD,.,.,.,.,.,.,Bilingual English Narrative retell-- FWAY,.,45.09,43.04,7.11,7.62,.,.,.,99.91,306.8,.,.,1.28,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,127
Min,eng,Biling_Eng_FWAY,.,9;0-9;6,.,TD,.,.,.,.,.,.,Bilingual English Narrative retell-- FWAY,.,8,5,4.48,4.52,.,.,.,19,33,.,.,0.57,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,127
Max,eng,Biling_Eng_FWAY,.,9;0-9;6,.,TD,.,.,.,.,.,.,Bilingual English Narrative retell-- FWAY,.,90,89,10.71,11.5,.,.,.,201,557,.,.,1.77,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,127
SD,eng,Biling_Eng_FWAY,.,9;0-9;6,.,TD,.,.,.,.,.,.,Bilingual English Narrative retell-- FWAY,.,12.3,12.66,0.97,1.09,.,.,.,28.31,94.75,.,.,0.21,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,127
Mean,eng,Biling_Eng_FWAY,.,9;6-9;9,.,TD,.,.,.,.,.,.,Bilingual English Narrative retell-- FWAY,.,40.06,38.31,7.04,7.53,.,.,.,90.13,271.56,.,.,1.24,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,32
Min,eng,Biling_Eng_FWAY,.,9;6-9;9,.,TD,.,.,.,.,.,.,Bilingual English Narrative retell-- FWAY,.,26,24,4.48,4.52,.,.,.,35,112,.,.,0.76,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,32
Max,eng,Biling_Eng_FWAY,.,9;6-9;9,.,TD,.,.,.,.,.,.,Bilingual English Narrative retell-- FWAY,.,58,58,9.4,10.17,.,.,.,142,430,.,.,1.56,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,32
SD,eng,Biling_Eng_FWAY,.,9;6-9;9,.,TD,.,.,.,.,.,.,Bilingual English Narrative retell-- FWAY,.,8.12,8.29,1,1.12,.,.,.,21.75,76.96,.,.,0.2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,32
Mean,eng,Biling_Eng_Unique,.,5;6-6;0,.,TD,.,.,.,.,.,.,Bilingual Narrative Unique Story,.,35.54,29.35,5.93,6.22,.,.,.,50.45,181.95,.,.,0.98,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,78
Min,eng,Biling_Eng_Unique,.,5;6-6;0,.,TD,.,.,.,.,.,.,Bilingual Narrative Unique Story,.,12,3,2,2.4,.,.,.,8,12,.,.,0.13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,78
Max,eng,Biling_Eng_Unique,.,5;6-6;0,.,TD,.,.,.,.,.,.,Bilingual Narrative Unique Story,.,98,77,8.96,9.48,.,.,.,102,467,.,.,1.53,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,78
SD,eng,Biling_Eng_Unique,.,5;6-6;0,.,TD,.,.,.,.,.,.,Bilingual Narrative Unique Story,.,16.4,15.94,1.38,1.41,.,.,.,21.89,111.85,.,.,0.24,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,78
