File_DB,Language,Corpus,Code,Age(Month),Sex,Group,Race,SES,Role,Education,Custom_field,Design,Activity,Group...7,Total_Utts,MLU_Utts,MLU_Words,MLU_Morphemes,MLU50_Utts,MLU50_Words,MLU50_Morphemes,FREQ_types,FREQ_tokens,NDW_100,VOCD_D_optimum_average,Verbs_Utt,Word_Errors,Utt_Errors,retracing,repetition,DSS_Utts,DSS,IPSyn_Utts,IPSyn_Total,mor_Words,*-PRESP,in,on,*-PL,*-POSS,u-cop,det:art,*-PAST,*-3S,irr-3S,u-aux,c-cop,c-aux,Total_non_zero_mors,#_participants
SD,eng,SUGAR,.,3;0-3;5,.,TD,.,.,.,.,.,.,narrative,.,.,.,.,.,.,1.39,1.37,.,61.22,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Mean,eng,SUGAR,.,3;6-3;11,.,TD,.,.,.,.,.,.,narrative,.,.,.,.,.,.,6.24,5.41,.,244.05,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
SD,eng,SUGAR,.,3;6-3;11,.,TD,.,.,.,.,.,.,narrative,.,.,.,.,.,.,1.17,1.28,.,58.07,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Mean,eng,SUGAR,.,4;0-4;5,.,TD,.,.,.,.,.,.,narrative,.,.,.,.,.,.,6.48,5.79,.,261.4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
SD,eng,SUGAR,.,4;0-4;5,.,TD,.,.,.,.,.,.,narrative,.,.,.,.,.,.,1.37,1.53,.,69.98,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Mean,eng,SUGAR,.,4;6-4;11,.,TD,.,.,.,.,.,.,narrative,.,.,.,.,.,.,6.97,6.18,.,278.71,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
SD,eng,SUGAR,.,4;6-4;11,.,TD,.,.,.,.,.,.,narrative,.,.,.,.,.,.,1.26,1.32,.,60.14,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Mean,eng,SUGAR,.,5;0-5;11,.,TD,.,.,.,.,.,.,narrative,.,.,.,.,.,.,7.33,6.66,.,299.81,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
SD,eng,SUGAR,.,5;0-5;11,.,TD,.,.,.,.,.,.,narrative,.,.,.,.,.,.,1.21,1.35,.,61.46,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Mean,eng,SUGAR,.,6;0-6;11,.,TD,.,.,.,.,.,.,narrative,.,.,.,.,.,.,8.05,7.6,.,337.73,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
SD,eng,SUGAR,.,6;0-6;11,.,TD,.,.,.,.,.,.,narrative,.,.,.,.,.,.,1.42,1.6,.,72.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Mean,eng,SUGAR,.,7;0-8;11,.,TD,.,.,.,.,.,.,narrative,.,.,.,.,.,.,8.87,8.59,.,379.63,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
SD,eng,SUGAR,.,7;0-8;11,.,TD,.,.,.,.,.,.,narrative,.,.,.,.,.,.,1.19,1.4,.,59.28,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Mean,eng,SUGAR,.,9;0-10;11,.,TD,.,.,.,.,.,.,narrative,.,.,.,.,.,.,9.7,9.61,.,421.36,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
SD,eng,SUGAR,.,9;0-10;11,.,TD,.,.,.,.,.,.,narrative,.,.,.,.,.,.,1.4,1.52,.,66.61,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Mean,eng,Heilmann,.,5;0-7;0,.,TD,.,.,.,.,.,.,retell,.,.,.,.,7,.,.,.,92.5,264.1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
SD,eng,Heilmann,.,5;0-7;0,.,TD,.,.,.,.,.,.,retell,.,.,.,.,0.9,.,.,.,19,77.2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Mean,eng,Rice_TD,.,2;6-2;11,.,TD,.,.,.,.,.,.,interview,.,265.6,219.1,2.91,3.23,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
SD,eng,Rice_TD,.,2;6-2;11,.,TD,.,.,.,.,.,.,interview,.,64,66.6,0.58,0.71,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Mean,eng,Rice_SLI,.,2;6-2;11,.,SLI,.,.,.,.,.,.,interview,.,235.2,155.5,2.37,2.59,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
SD,eng,Rice_SLI,.,2;6-2;11,.,SLI,.,.,.,.,.,.,interview,.,63.3,54.8,0.32,0.39,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Mean,eng,Rice_TD,.,3;0-3;5,.,TD,.,.,.,.,.,.,interview,.,271.5,219.1,2.43,3.81,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
SD,eng,Rice_TD,.,3;0-3;5,.,TD,.,.,.,.,.,.,interview,.,74.5,56.9,0.61,0.69,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Mean,eng,Rice_SLI,.,3;0-3;5,.,SLI,.,.,.,.,.,.,interview,.,261.3,177.6,2.84,3.07,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
SD,eng,Rice_SLI,.,3;0-3;5,.,SLI,.,.,.,.,.,.,interview,.,78,66.2,0.38,0.48,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Mean,eng,Rice_TD,.,3;6-3;11,.,TD,.,.,.,.,.,.,interview,.,256.2,203.9,3.71,4.09,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
SD,eng,Rice_TD,.,3;6-3;11,.,TD,.,.,.,.,.,.,interview,.,53.8,56.6,0.58,0.67,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Mean,eng,Rice_SLI,.,3;6-3;11,.,SLI,.,.,.,.,.,.,interview,.,249,176.8,3.1,3.36,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
SD,eng,Rice_SLI,.,3;6-3;11,.,SLI,.,.,.,.,.,.,interview,.,89.3,66.4,0.75,0.8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Mean,eng,Rice_TD,.,4;0-4;5,.,TD,.,.,.,.,.,.,interview,.,282.6,224.2,4.1,4.57,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
SD,eng,Rice_TD,.,4;0-4;5,.,TD,.,.,.,.,.,.,interview,.,75.3,72.7,0.65,0.76,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Mean,eng,Rice_SLI,.,4;0-4;5,.,SLI,.,.,.,.,.,.,interview,.,282.6,198.2,3.31,3.64,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
SD,eng,Rice_SLI,.,4;0-4;5,.,SLI,.,.,.,.,.,.,interview,.,93.8,76.4,0.7,0.8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Mean,eng,Rice_TD,.,4;6-4;11,.,TD,.,.,.,.,.,.,interview,.,278.1,232,4.28,4.75,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
SD,eng,Rice_TD,.,4;6-4;11,.,TD,.,.,.,.,.,.,interview,.,77.6,69.8,0.72,0.79,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Mean,eng,Rice_SLI,.,4;6-4;11,.,SLI,.,.,.,.,.,.,interview,.,284.7,213.2,3.6,3.95,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
SD,eng,Rice_SLI,.,4;6-4;11,.,SLI,.,.,.,.,.,.,interview,.,71.3,63.5,0.62,0.7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Mean,eng,Rice_TD,.,5;0-5;5,.,TD,.,.,.,.,.,.,interview,.,274,223.6,4.38,4.88,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
SD,eng,Rice_TD,.,5;0-5;5,.,TD,.,.,.,.,.,.,interview,.,62.7,51,0.63,0.72,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Mean,eng,Rice_SLI,.,5;0-5;5,.,SLI,.,.,.,.,.,.,interview,.,292.1,223.1,3.72,4.09,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
SD,eng,Rice_SLI,.,5;0-5;5,.,SLI,.,.,.,.,.,.,interview,.,76.2,55.8,0.61,0.7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Mean,eng,Rice_TD,.,5;6-5;11,.,TD,.,.,.,.,.,.,interview,.,278.2,224,4.47,4.96,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
SD,eng,Rice_TD,.,5;6-5;11,.,TD,.,.,.,.,.,.,interview,.,79.9,65,0.61,0.7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Mean,eng,Rice_SLI,.,5;6-5;11,.,SLI,.,.,.,.,.,.,interview,.,289,222.5,3.95,4.34,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
SD,eng,Rice_SLI,.,5;6-5;11,.,SLI,.,.,.,.,.,.,interview,.,83.6,64.3,0.6,0.67,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Mean,eng,Rice_TD,.,6;0-6;5,.,TD,.,.,.,.,.,.,interview,.,291.2,236.3,4.57,5.07,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
SD,eng,Rice_TD,.,6;0-6;5,.,TD,.,.,.,.,.,.,interview,.,86.2,72.2,0.66,0.75,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Mean,eng,Rice_SLI,.,6;0-6;5,.,SLI,.,.,.,.,.,.,interview,.,275.7,217.2,3.98,4.38,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
SD,eng,Rice_SLI,.,6;0-6;5,.,SLI,.,.,.,.,.,.,interview,.,86.1,68.4,0.7,0.75,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Mean,eng,Rice_TD,.,6;6-6;11,.,TD,.,.,.,.,.,.,interview,.,285.7,228.3,4.7,5.22,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
SD,eng,Rice_TD,.,6;6-6;11,.,TD,.,.,.,.,.,.,interview,.,96.6,80.6,0.66,0.71,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Mean,eng,Rice_SLI,.,6;6-6;11,.,SLI,.,.,.,.,.,.,interview,.,281.2,214.5,4.18,4.63,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
SD,eng,Rice_SLI,.,6;6-6;11,.,SLI,.,.,.,.,.,.,interview,.,97,73.1,0.71,0.79,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Mean,eng,Rice_TD,.,7;0-7;5,.,TD,.,.,.,.,.,.,interview,.,275.6,221.5,4.72,5.22,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
SD,eng,Rice_TD,.,7;0-7;5,.,TD,.,.,.,.,.,.,interview,.,90.3,77.4,0.83,0.91,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Mean,eng,Rice_SLI,.,7;0-7;5,.,SLI,.,.,.,.,.,.,interview,.,277,217.1,4.15,4.56,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
SD,eng,Rice_SLI,.,7;0-7;5,.,SLI,.,.,.,.,.,.,interview,.,97.9,77,0.62,0.69,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Mean,eng,Rice_TD,.,7;6-7;11,.,TD,.,.,.,.,.,.,interview,.,271.5,218,4.92,5.45,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
SD,eng,Rice_TD,.,7;6-7;11,.,TD,.,.,.,.,.,.,interview,.,94.5,79.3,1.03,1.13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Mean,eng,Rice_SLI,.,7;6-7;11,.,SLI,.,.,.,.,.,.,interview,.,280,217.4,4.33,4.77,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
SD,eng,Rice_SLI,.,7;6-7;11,.,SLI,.,.,.,.,.,.,interview,.,89,76.5,0.88,0.96,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Mean,eng,Rice_TD,.,8;0-8;5,.,TD,.,.,.,.,.,.,interview,.,278,229.7,5.08,5.67,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
SD,eng,Rice_TD,.,8;0-8;5,.,TD,.,.,.,.,.,.,interview,.,92.9,81.8,0.84,0.97,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Mean,eng,Rice_SLI,.,8;0-8;5,.,SLI,.,.,.,.,.,.,interview,.,266.1,212.4,4.36,4.8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
SD,eng,Rice_SLI,.,8;0-8;5,.,SLI,.,.,.,.,.,.,interview,.,91.8,78.5,0.75,0.83,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Mean,eng,Rice_TD,.,8;6-8;11,.,TD,.,.,.,.,.,.,interview,.,280.1,228.2,4.99,5.51,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
SD,eng,Rice_TD,.,8;6-8;11,.,TD,.,.,.,.,.,.,interview,.,98.6,80.6,0.71,0.79,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Mean,eng,Rice_SLI,.,8;6-8;11,.,SLI,.,.,.,.,.,.,interview,.,289.7,227.9,4.49,4.97,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
SD,eng,Rice_SLI,.,8;6-8;11,.,SLI,.,.,.,.,.,.,interview,.,93.9,76.9,0.86,0.93,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Mean,eng,Leadholm_Narr,.,3;0-3;11,.,TD,.,.,.,.,.,.,narrative,.,143,100,.,4.01,.,.,.,.,364,127,.,.,.,.,.,.,.,.,.,.,.,7,.,.,8,3,.,.,4,3,.,.,.,.,.,42
SD,eng,Leadholm_Narr,.,3;0-3;11,.,TD,.,.,.,.,.,.,narrative,.,34,100,.,0.88,.,.,.,.,82,23,.,.,.,.,.,.,.,.,.,.,.,5,.,.,5,3,.,.,4,3,.,.,.,.,.,42
Mean,eng,Leadholm_Narr,.,4;0-4;11,.,TD,.,.,.,.,.,.,narrative,.,121,100,.,5.23,.,.,.,.,478,163,.,.,.,.,.,.,.,.,.,.,.,4,.,.,13,3,.,.,6,6,.,.,.,.,.,30
SD,eng,Leadholm_Narr,.,4;0-4;11,.,TD,.,.,.,.,.,.,narrative,.,32,100,.,1.02,.,.,.,.,94,23,.,.,.,.,.,.,.,.,.,.,.,4,.,.,7,3,.,.,5,6,.,.,.,.,.,30
Mean,eng,Leadholm_Narr,.,5;0-5;11,.,TD,.,.,.,.,.,.,narrative,.,140,100,.,6.06,.,.,.,.,553,178,.,.,.,.,.,.,.,.,.,.,.,7,.,.,11,7,.,.,8,7,.,.,.,.,.,28
SD,eng,Leadholm_Narr,.,5;0-5;11,.,TD,.,.,.,.,.,.,narrative,.,22,100,.,0.94,.,.,.,.,91,18,.,.,.,.,.,.,.,.,.,.,.,5,.,.,5,5,.,.,5,7,.,.,.,.,.,28
Mean,eng,Leadholm_Narr,.,6;0-6;11,.,TD,.,.,.,.,.,.,narrative,.,146,100,.,6.17,.,.,.,.,564,180,.,.,.,.,.,.,.,.,.,.,.,6,.,.,10,5,.,.,11,6,.,.,.,.,.,35
SD,eng,Leadholm_Narr,.,6;0-6;11,.,TD,.,.,.,.,.,.,narrative,.,27,100,.,1.02,.,.,.,.,112,26,.,.,.,.,.,.,.,.,.,.,.,4,.,.,5,4,.,.,5,6,.,.,.,.,.,35
Mean,eng,Leadholm_Narr,.,7;0,.,TD,.,.,.,.,.,.,narrative,.,154,100,.,7.32,.,.,.,.,663,194,.,.,.,.,.,.,.,.,.,.,.,9,.,.,14,5,.,.,12,10,.,.,.,.,.,50
SD,eng,Leadholm_Narr,.,7;0,.,TD,.,.,.,.,.,.,narrative,.,32,100,.,1.06,.,.,.,.,97,20,.,.,.,.,.,.,.,.,.,.,.,5,.,.,6,4,.,.,7,13,.,.,.,.,.,50
Mean,eng,Leadholm_Narr,.,9;0,.,TD,.,.,.,.,.,.,narrative,.,184,100,.,8.8,.,.,.,.,800,205,.,.,.,.,.,.,.,.,.,.,.,11,.,.,17,6,.,.,16,10,.,.,.,.,.,27
SD,eng,Leadholm_Narr,.,9;0,.,TD,.,.,.,.,.,.,narrative,.,35,100,.,1.64,.,.,.,.,148,29,.,.,.,.,.,.,.,.,.,.,.,5,.,.,6,4,.,.,8,11,.,.,.,.,.,27
Mean,eng,Leadholm_Narr,.,11;0,.,TD,.,.,.,.,.,.,narrative,.,167,100,.,9.83,.,.,.,.,878,253,.,.,.,.,.,.,.,.,.,.,.,15,.,.,23,2,.,.,17,19,.,.,.,.,.,27
SD,eng,Leadholm_Narr,.,11;0,.,TD,.,.,.,.,.,.,narrative,.,26,100,.,1.59,.,.,.,.,138,34,.,.,.,.,.,.,.,.,.,.,.,7,.,.,9,2,.,.,7,18,.,.,.,.,.,27
Mean,eng,Leadholm_Narr,.,13;0,.,TD,.,.,.,.,.,.,narrative,.,200,100,.,9.32,.,.,.,.,842,237,.,.,.,.,.,.,.,.,.,.,.,11,.,.,20,2,.,.,14,16,.,.,.,.,.,27
SD,eng,Leadholm_Narr,.,13;0,.,TD,.,.,.,.,.,.,narrative,.,46,100,.,1.49,.,.,.,.,132,27,.,.,.,.,.,.,.,.,.,.,.,6,.,.,9,2,.,.,6,12,.,.,.,.,.,27
Mean,eng,Leadholm_Convo,.,3;0-3;11,.,TD,.,.,.,.,.,.,interview,.,137,100,.,3.38,.,.,.,.,310,118,.,.,.,.,.,.,.,.,.,.,.,3,.,.,7,1,.,.,2,2,.,.,.,.,.,42
SD,eng,Leadholm_Convo,.,3;0-3;11,.,TD,.,.,.,.,.,.,interview,.,34,100,.,0.48,.,.,.,.,118,20,.,.,.,.,.,.,.,.,.,.,.,2,.,.,4,2,.,.,2,3,.,.,.,.,.,42
Mean,eng,Leadholm_Convo,.,4;0-4;11,.,TD,.,.,.,.,.,.,interview,.,138,100,.,4.22,.,.,.,.,384,144,.,.,.,.,.,.,.,.,.,.,.,3,.,.,11,1,.,.,2,4,.,.,.,.,.,30
SD,eng,Leadholm_Convo,.,4;0-4;11,.,TD,.,.,.,.,.,.,interview,.,33,100,.,1.02,.,.,.,.,90,26,.,.,.,.,.,.,.,.,.,.,.,3,.,.,7,1,.,.,2,3,.,.,.,.,.,30
Mean,eng,Leadholm_Convo,.,5;0-5;11,.,TD,.,.,.,.,.,.,interview,.,149,100,.,5.71,.,.,.,.,520,181,.,.,.,.,.,.,.,.,.,.,.,5,.,.,15,2,.,.,4,7,.,.,.,.,.,28
SD,eng,Leadholm_Convo,.,5;0-5;11,.,TD,.,.,.,.,.,.,interview,.,27,100,.,0.91,.,.,.,.,81,25,.,.,.,.,.,.,.,.,.,.,.,4,.,.,8,2,.,.,3,5,.,.,.,.,.,28
Mean,eng,Leadholm_Convo,.,6;0-6;11,.,TD,.,.,.,.,.,.,interview,.,154,100,.,5.49,.,.,.,.,499,177,.,.,.,.,.,.,.,.,.,.,.,4,.,.,17,2,.,.,4,6,.,.,.,.,.,35
SD,eng,Leadholm_Convo,.,6;0-6;11,.,TD,.,.,.,.,.,.,interview,.,33,100,.,0.97,.,.,.,.,86,23,.,.,.,.,.,.,.,.,.,.,.,3,.,.,8,2,.,.,3,5,.,.,.,.,.,35
Mean,eng,Leadholm_Convo,.,7;0,.,TD,.,.,.,.,.,.,interview,.,170,100,.,5.92,.,.,.,.,540,192,.,.,.,.,.,.,.,.,.,.,.,4,.,.,17,2,.,.,5,6,.,.,.,.,.,50
SD,eng,Leadholm_Convo,.,7;0,.,TD,.,.,.,.,.,.,interview,.,32,100,.,0.9,.,.,.,.,83,19,.,.,.,.,.,.,.,.,.,.,.,3,.,.,6,2,.,.,3,5,.,.,.,.,.,50
Mean,eng,Leadholm_Convo,.,9;0,.,TD,.,.,.,.,.,.,interview,.,181,100,.,6.5,.,.,.,.,592,209,.,.,.,.,.,.,.,.,.,.,.,4,.,.,20,3,.,.,4,6,.,.,.,.,.,27
SD,eng,Leadholm_Convo,.,9;0,.,TD,.,.,.,.,.,.,interview,.,31,100,.,10.6,.,.,.,.,95,26,.,.,.,.,.,.,.,.,.,.,.,3,.,.,8,2,.,.,2,3,.,.,.,.,.,27
Mean,eng,Leadholm_Convo,.,11;0,.,TD,.,.,.,.,.,.,interview,.,169,100,.,7.62,.,.,.,.,693,229,.,.,.,.,.,.,.,.,.,.,.,6,.,.,20,5,.,.,6,7,.,.,.,.,.,27
SD,eng,Leadholm_Convo,.,11;0,.,TD,.,.,.,.,.,.,interview,.,38,100,.,1.94,.,.,.,.,175,38,.,.,.,.,.,.,.,.,.,.,.,4,.,.,7,4,.,.,4,5,.,.,.,.,.,27
Mean,eng,Leadholm_Convo,.,13;0,.,TD,.,.,.,.,.,.,interview,.,200,100,.,6.99,.,.,.,.,637,216,.,.,.,.,.,.,.,.,.,.,.,7,.,.,19,1,.,.,7,5,.,.,.,.,.,27
SD,eng,Leadholm_Convo,.,13;0,.,TD,.,.,.,.,.,.,interview,.,43,100,.,1.43,.,.,.,.,134,31,.,.,.,.,.,.,.,.,.,.,.,3,.,.,5,1,.,.,3,4,.,.,.,.,.,27
